Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
DS,2006.0,Adventure,Zoo Digital Publishing,0.05,34.0,8.0,1.7,6.0,E
GBA,2003.0,Action,Atlus,0.05,75.0,21.0,8.4,5.0,T
XB,2005.0,Misc,Crave Entertainment,0.05,60.0,6.0,2.7,13.0,E
DS,2005.0,Puzzle,Atari,0.05,38.0,19.0,6.2,6.0,E
XB,2003.0,Shooter,THQ,0.05,70.0,19.0,9.3,9.0,T
PSV,2016.0,Adventure,PQube,0.05,78.0,6.0,7.8,6.0,M
XB,2003.0,Platform,SCi,0.05,58.0,21.0,6.9,14.0,T
PC,2007.0,Strategy,THQ,0.05,86.0,44.0,8.3,263.0,E10+
Wii,2009.0,Sports,Playlogic Game Factory,0.05,62.0,5.0,5.3,4.0,E
PC,2009.0,Shooter,Activision,0.05,74.0,41.0,7.3,261.0,M
PC,2001.0,Simulation,Microsoft Game Studios,0.05,84.0,16.0,8.4,21.0,E
XOne,2016.0,Shooter,Capcom,0.05,63.0,12.0,6.3,34.0,M
DS,2008.0,Platform,Ubisoft,0.05,58.0,30.0,6.3,30.0,T
GC,2004.0,Shooter,Empire Interactive,0.05,35.0,11.0,2,9.0,M
Wii,2007.0,Action,Take-Two Interactive,0.05,39.0,16.0,5.9,15.0,T
DS,2007.0,Simulation,Eidos Interactive,0.04,67.0,8.0,6.6,12.0,E
PS2,2006.0,Fighting,Crave Entertainment,0.04,60.0,19.0,7,4.0,T
PS4,2016.0,Racing,Milestone S.r.l,0.04,71.0,28.0,8.1,73.0,E
DS,2008.0,Adventure,Rising Star Games,0.04,48.0,33.0,6.2,18.0,T
PS2,2007.0,Fighting,Unknown,0.04,77.0,9.0,8.3,16.0,T
PC,2002.0,Action,Take-Two Interactive,0.04,88.0,27.0,9.1,863.0,M
GC,2002.0,Platform,Ubisoft,0.04,61.0,7.0,3,4.0,E
XB,2005.0,Shooter,Codemasters,0.04,64.0,24.0,8.3,27.0,T
DS,2007.0,Action,Take-Two Interactive,0.04,35.0,8.0,4.8,13.0,E10+
X360,2007.0,Sports,Sega,0.04,80.0,34.0,6.8,26.0,E
DS,2007.0,Strategy,Square Enix,0.04,72.0,19.0,8.9,9.0,E10+
PC,2009.0,Strategy,Kalypso Media,0.04,79.0,48.0,8.1,184.0,T
GBA,2004.0,Role-Playing,Konami Digital Entertainment,0.04,78.0,20.0,8.5,11.0,T
PC,2016.0,Adventure,Square Enix,0.04,83.0,15.0,8.6,1620.0,M
PS4,2016.0,Action,Rebellion Developments,0.04,66.0,39.0,7,31.0,T
PC,2015.0,Sports,Konami Digital Entertainment,0.04,76.0,12.0,4.3,286.0,E
DS,2008.0,Role-Playing,Success,0.04,69.0,23.0,7.7,21.0,E10+
XOne,2016.0,Action,Activision,0.04,55.0,14.0,6,38.0,T
PC,2009.0,Adventure,Focus Home Interactive,0.04,79.0,15.0,8.2,40.0,T
XB,2006.0,Racing,Empire Interactive,0.04,73.0,38.0,7.3,8.0,T
PS2,2006.0,Shooter,Eidos Interactive,0.04,71.0,37.0,8.2,9.0,T
Wii,2008.0,Sports,Atari,0.04,37.0,4.0,7.8,5.0,E
PC,2009.0,Action,Ubisoft,0.04,70.0,23.0,7.3,125.0,T
X360,2014.0,Shooter,Namco Bandai Games,0.04,35.0,8.0,5.8,78.0,M
3DS,2015.0,Platform,Rising Star Games,0.04,82.0,18.0,8.5,86.0,E10+
XB,2003.0,Strategy,Kool Kizz,0.04,74.0,11.0,8.8,6.0,E
Wii,2007.0,Shooter,PQube,0.04,67.0,9.0,7.6,9.0,T
PS4,2014.0,Strategy,Tecmo Koei,0.04,80.0,20.0,8.1,46.0,T
DS,2006.0,Sports,Electronic Arts,0.04,43.0,5.0,7.5,4.0,E
PC,2007.0,Simulation,Monte Christo Multimedia,0.04,75.0,7.0,8.2,9.0,E
PSP,2011.0,Adventure,5pb,0.04,67.0,23.0,8.2,50.0,M
X360,2006.0,Fighting,Ubisoft,0.04,60.0,33.0,6.1,7.0,T
PC,2006.0,Simulation,Ubisoft,0.04,86.0,9.0,8.8,115.0,T
PS2,2005.0,Action,Vivendi Games,0.04,47.0,17.0,5,7.0,M
PC,2003.0,Strategy,Eidos Interactive,0.04,78.0,23.0,8.2,38.0,T
PSP,2007.0,Sports,Namco Bandai Games,0.04,68.0,30.0,6.3,4.0,E
3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,43.0,4.0,8.3,4.0,E
Wii,2008.0,Action,Tecmo Koei,0.04,42.0,16.0,4.5,6.0,E10+
XB,2005.0,Sports,Global Star,0.04,66.0,45.0,7.7,6.0,M
XOne,2015.0,Adventure,505 Games,0.04,81.0,6.0,8.9,26.0,T
X360,2010.0,Shooter,Majesco Entertainment,0.04,38.0,8.0,1.7,10.0,T
PC,2006.0,Adventure,DreamCatcher Interactive,0.04,66.0,26.0,7.4,38.0,T
XB,2006.0,Racing,Electronic Arts,0.04,72.0,26.0,7,4.0,E
PS,2000.0,Simulation,Konami Digital Entertainment,0.04,74.0,7.0,8.3,13.0,E
PS4,2015.0,Fighting,Marvelous Interactive,0.04,70.0,33.0,6.9,28.0,T
DS,2007.0,Strategy,LucasArts,0.04,59.0,6.0,6.2,5.0,E
XB,2003.0,Fighting,Hudson Soft,0.04,61.0,22.0,8.6,9.0,T
PC,2010.0,Racing,Disney Interactive Studios,0.04,79.0,18.0,8.2,116.0,E10+
PC,2012.0,Shooter,Capcom,0.04,69.0,18.0,5.9,868.0,M
PSP,2007.0,Action,D3Publisher,0.04,75.0,30.0,7.3,23.0,M
PS3,2013.0,Racing,Deep Silver,0.04,13.0,4.0,1,218.0,M
PC,2007.0,Racing,Electronic Arts,0.04,70.0,18.0,5.9,163.0,E10+
GC,2004.0,Fighting,Atari,0.04,71.0,5.0,8.1,7.0,T
3DS,2015.0,Action,Ubisoft,0.04,46.0,4.0,5.8,10.0,E
3DS,2015.0,Action,Nippon Ichi Software,0.04,45.0,7.0,5.6,37.0,E10+
PSP,2008.0,Action,Konami Digital Entertainment,0.04,42.0,14.0,7.1,13.0,T
PC,2002.0,Simulation,Electronic Arts,0.04,92.0,6.0,8.2,77.0,T
PC,2008.0,Action,LucasArts,0.04,78.0,14.0,7.7,35.0,E10+
PC,2006.0,Simulation,Electronic Arts,0.04,76.0,23.0,7.7,40.0,T
X360,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,37.0,5.0,6.3,4.0,M
Wii,2010.0,Platform,Flashpoint Games,0.04,70.0,10.0,8.6,7.0,E10+
PS4,2016.0,Sports,Alternative Software,0.04,64.0,4.0,6.8,12.0,E
PC,2009.0,Sports,Focus Home Interactive,0.04,72.0,34.0,6.5,57.0,T
PC,2004.0,Strategy,Ascaron Entertainment GmbH,0.04,75.0,20.0,7.7,40.0,T
XB,2004.0,Simulation,Global Star,0.04,41.0,21.0,4,10.0,E
PC,2009.0,Strategy,THQ,0.04,70.0,42.0,7.2,204.0,M
Wii,2007.0,Fighting,505 Games,0.04,75.0,15.0,8.4,19.0,T
PS2,2001.0,Shooter,3DO,0.04,59.0,9.0,5.5,4.0,T
PC,2008.0,Action,Capcom,0.04,78.0,21.0,8.5,353.0,M
Wii,2006.0,Action,THQ,0.04,65.0,15.0,5.7,7.0,E10+
PS3,2012.0,Racing,Unknown,0.04,62.0,19.0,4.9,22.0,E
PC,2006.0,Strategy,Ubisoft,0.04,77.0,41.0,7.9,349.0,T
PSP,2006.0,Misc,Konami Digital Entertainment,0.04,78.0,22.0,7.2,21.0,M
PS2,2005.0,Action,THQ,0.04,66.0,19.0,5.8,9.0,T
PC,2003.0,Strategy,Microsoft Game Studios,0.04,84.0,25.0,8.7,119.0,T
PS4,2016.0,Adventure,Nippon Ichi Software,0.04,72.0,26.0,8.3,19.0,T
PC,2011.0,Sports,Sega,0.04,66.0,5.0,7.3,43.0,E
XB,2005.0,Strategy,Take-Two Interactive,0.04,66.0,17.0,6.9,7.0,T
3DS,2011.0,Role-Playing,FuRyu,0.04,65.0,8.0,7.8,16.0,T
XOne,2014.0,Action,505 Games,0.04,84.0,5.0,7.7,29.0,T
PC,2007.0,Strategy,THQ,0.04,87.0,36.0,8.6,235.0,M
GBA,2003.0,Platform,Atari,0.04,47.0,5.0,5.7,6.0,E
XB,2005.0,Strategy,Codemasters,0.04,69.0,27.0,9.2,6.0,T
PC,2003.0,Strategy,Microsoft Game Studios,0.04,89.0,30.0,9,274.0,T
PC,2011.0,Strategy,Unknown,0.04,68.0,19.0,4.9,35.0,T
PC,2005.0,Strategy,Eidos Interactive,0.04,69.0,28.0,8.4,73.0,T
PS2,2002.0,Racing,Empire Interactive,0.04,31.0,5.0,5,8.0,E
X360,2007.0,Action,Tecmo Koei,0.04,53.0,29.0,8.5,13.0,T
PSP,2009.0,Shooter,DHM Interactive,0.04,67.0,22.0,6.1,9.0,T
PC,2010.0,Strategy,Kalypso Media,0.04,66.0,18.0,6.4,34.0,E
PS2,2003.0,Sports,Konami Digital Entertainment,0.04,67.0,7.0,7.5,4.0,E
PC,2013.0,Action,Capcom,0.04,77.0,12.0,7,342.0,M
XB,2006.0,Action,Take-Two Interactive,0.04,52.0,34.0,2.8,5.0,T
XB,2004.0,Misc,XS Games,0.04,68.0,11.0,8.5,6.0,E
PS2,2004.0,Action,Sega,0.04,62.0,29.0,6.7,7.0,M
PS4,2016.0,Action,Capcom,0.04,78.0,6.0,6.6,30.0,M
PC,2003.0,Action,Take-Two Interactive,0.04,94.0,30.0,8.8,1520.0,M
PS3,2007.0,Sports,Ubisoft,0.04,59.0,8.0,5.1,7.0,E10+
PSP,2007.0,Shooter,Vivendi Games,0.04,50.0,26.0,7.7,9.0,T
Wii,2008.0,Shooter,Zoo Games,0.04,50.0,7.0,8.3,6.0,E10+
PC,2010.0,Adventure,Ubisoft,0.04,47.0,5.0,5.5,6.0,M
X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,34.0,41.0,2.2,42.0,T
PC,2007.0,Strategy,Vivendi Games,0.04,50.0,40.0,2.8,53.0,T
PC,2012.0,Action,Capcom,0.04,48.0,8.0,3.8,188.0,M
XB,2006.0,Adventure,Empire Interactive,0.04,73.0,42.0,8.8,24.0,M
PC,2011.0,Simulation,Deep Silver,0.04,48.0,4.0,3.1,14.0,T
DS,2007.0,Shooter,Ubisoft,0.04,72.0,27.0,8,25.0,T
XB,2002.0,Racing,Codemasters,0.04,86.0,25.0,7.4,14.0,E
DS,2007.0,Action,Ubisoft,0.04,42.0,10.0,2.2,5.0,E10+
PS2,2005.0,Action,Hip Interactive,0.04,51.0,16.0,7.4,16.0,T
X360,2009.0,Sports,Namco Bandai Games,0.04,72.0,21.0,7.7,16.0,T
PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.04,72.0,8.0,7.1,31.0,E10+
XB,2003.0,Racing,Codemasters,0.04,80.0,17.0,7.5,4.0,T
PC,2005.0,Simulation,Activision,0.04,84.0,62.0,8.3,131.0,T
DS,2006.0,Sports,Electronic Arts,0.04,71.0,7.0,7.2,6.0,E
PC,2007.0,Strategy,THQ,0.04,81.0,35.0,8.9,219.0,E10+
GBA,2004.0,Action,Namco Bandai Games,0.04,75.0,7.0,8.5,11.0,E10+
PC,2013.0,Shooter,Capcom,0.04,61.0,17.0,6.2,210.0,T
PS2,2004.0,Adventure,Indie Games,0.04,60.0,22.0,8.8,8.0,T
DS,2007.0,Puzzle,Disney Interactive Studios,0.04,74.0,36.0,6.6,5.0,E
3DS,2013.0,Action,Rising Star Games,0.04,49.0,7.0,6.3,4.0,E
PC,2014.0,Action,Konami Digital Entertainment,0.04,58.0,16.0,7.7,498.0,M
DS,2006.0,Shooter,Activision,0.04,39.0,4.0,7.4,10.0,E10+
PC,2003.0,Shooter,Microsoft Game Studios,0.04,83.0,40.0,7.4,396.0,M
PS4,2015.0,Role-Playing,Aksys Games,0.04,69.0,13.0,7.9,16.0,T
DS,2008.0,Shooter,Destineer,0.04,68.0,15.0,7.3,8.0,T
PS4,2015.0,Action,Ubisoft,0.04,69.0,44.0,6.4,83.0,T
PC,2011.0,Strategy,Unknown,0.04,66.0,4.0,7.8,48.0,E10+
PS2,2007.0,Sports,Electronic Arts,0.04,74.0,21.0,7.4,25.0,E
PC,2006.0,Strategy,Vivendi Games,0.04,74.0,32.0,7.6,43.0,E10+
PS3,2008.0,Racing,System 3 Arcade Software,0.04,71.0,37.0,6.2,26.0,E
PS2,2004.0,Action,Konami Digital Entertainment,0.04,53.0,28.0,8.8,4.0,M
PSV,2015.0,Role-Playing,Namco Bandai Games,0.04,72.0,14.0,8.1,25.0,T
PC,2011.0,Role-Playing,Iceberg Interactive,0.04,56.0,12.0,5.7,269.0,M
DS,2007.0,Puzzle,Rising Star Games,0.04,50.0,12.0,4.8,4.0,E
Wii,2007.0,Shooter,Eidos Interactive,0.04,52.0,7.0,5.8,5.0,E10+
PC,2007.0,Action,Electronic Arts,0.04,63.0,11.0,7.1,34.0,E10+
DS,2009.0,Shooter,Graffiti,0.04,44.0,16.0,6.9,19.0,M
PS2,2006.0,Strategy,Idea Factory,0.04,64.0,9.0,6.9,9.0,T
PS2,2005.0,Role-Playing,505 Games,0.04,74.0,35.0,8.2,17.0,T
GC,2004.0,Platform,Take-Two Interactive,0.04,69.0,11.0,7.3,8.0,E
PC,2006.0,Action,Vivendi Games,0.04,73.0,18.0,7.5,57.0,M
PS3,2012.0,Role-Playing,Nippon Ichi Software,0.04,68.0,13.0,6.3,15.0,T
PS2,2006.0,Fighting,Ignition Entertainment,0.04,68.0,22.0,8.3,4.0,T
PC,2004.0,Action,Electronic Arts,0.04,67.0,19.0,7.2,50.0,E
PSP,2006.0,Racing,Sega,0.04,82.0,31.0,8.1,14.0,E
PS2,2005.0,Shooter,Capcom,0.04,45.0,25.0,6.5,8.0,M
PSP,2007.0,Puzzle,Crave Entertainment,0.04,37.0,14.0,4.6,7.0,E10+
PC,2009.0,Action,THQ,0.04,72.0,24.0,6.8,380.0,M
PC,2011.0,Platform,Focus Home Interactive,0.04,84.0,55.0,8.4,667.0,E10+
DS,2008.0,Adventure,Ignition Entertainment,0.04,67.0,30.0,8.2,29.0,E10+
PC,2016.0,Shooter,Deep Silver,0.04,54.0,48.0,3.5,284.0,M
XB,2003.0,Shooter,Avalon Interactive,0.04,55.0,22.0,8,5.0,M
XB,2004.0,Adventure,MC2 Entertainment,0.04,66.0,29.0,8.4,9.0,M
XOne,2016.0,Misc,Ubisoft,0.04,75.0,5.0,8,6.0,E10+
PSV,2015.0,Role-Playing,Nippon Ichi Software,0.04,71.0,24.0,8,30.0,T
PC,2008.0,Puzzle,2D Boy,0.04,90.0,26.0,8.5,607.0,E
PC,2009.0,Adventure,Deep Silver,0.04,64.0,14.0,7.1,17.0,T
PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.04,66.0,25.0,6.8,6.0,T
PC,2003.0,Strategy,Gathering of Developers,0.04,80.0,19.0,7.7,57.0,E
PC,2008.0,Shooter,Deep Silver,0.04,75.0,47.0,7.7,478.0,M
XB,2006.0,Shooter,DreamCatcher Interactive,0.04,68.0,33.0,7.4,16.0,M
PS2,2003.0,Misc,Jester Interactive,0.04,71.0,6.0,8.9,10.0,E
PC,2007.0,Strategy,Vivendi Games,0.04,89.0,44.0,8.1,301.0,T
PC,2007.0,Action,Eidos Interactive,0.03,83.0,26.0,8.1,242.0,T
PS4,2014.0,Action,Sony Computer Entertainment,0.03,73.0,70.0,7.5,580.0,T
PS4,2014.0,Sports,Focus Home Interactive,0.03,53.0,9.0,5.1,22.0,E
XB,2002.0,Sports,Midway Games,0.03,67.0,8.0,9,4.0,E
PSP,2006.0,Action,Namco Bandai Games,0.03,63.0,14.0,6,7.0,T
XB,2006.0,Racing,Codemasters,0.03,84.0,25.0,8,6.0,E10+
GBA,2002.0,Shooter,Konami Digital Entertainment,0.03,70.0,5.0,8,5.0,T
PC,2011.0,Action,DTP Entertainment,0.03,55.0,7.0,6,33.0,M
PC,2008.0,Strategy,JoWood Productions,0.03,58.0,7.0,2.5,19.0,E
PC,2006.0,Simulation,Ubisoft,0.03,71.0,33.0,7.2,54.0,T
PC,2006.0,Action,Eidos Interactive,0.03,82.0,35.0,8.8,528.0,M
PS4,2016.0,Shooter,Gearbox Software,0.03,77.0,15.0,6.9,15.0,M
PC,2009.0,Shooter,SouthPeak Games,0.03,72.0,31.0,7,78.0,T
PC,2010.0,Role-Playing,Sega,0.03,72.0,25.0,7.5,511.0,M
PC,1998.0,Role-Playing,Interplay,0.03,91.0,22.0,9.2,813.0,T
PC,2003.0,Shooter,Activision,0.03,81.0,34.0,8.6,293.0,T
GC,2003.0,Shooter,THQ,0.03,79.0,12.0,7.3,4.0,M
PS2,2003.0,Shooter,Atari,0.03,73.0,17.0,9,5.0,T
XB,2005.0,Shooter,Hip Interactive,0.03,60.0,10.0,6.5,4.0,M
PS2,2007.0,Sports,Spike,0.03,32.0,7.0,4,4.0,E
PS2,2004.0,Role-Playing,Capcom,0.03,62.0,30.0,7.8,4.0,T
PS2,2004.0,Action,Namco Bandai Games,0.03,48.0,9.0,8.7,7.0,T
PSP,2005.0,Racing,Sony Computer Entertainment,0.03,67.0,18.0,7.8,19.0,E
X360,2006.0,Sports,Activision,0.03,41.0,4.0,8,6.0,E
PS3,2009.0,Racing,Black Bean Games,0.03,66.0,29.0,4.9,9.0,E
PS4,2015.0,Fighting,Namco Bandai Games,0.03,61.0,35.0,7.4,44.0,T
PC,2011.0,Strategy,Paradox Interactive,0.03,63.0,12.0,6.8,27.0,RP
PC,2006.0,Strategy,Microsoft Game Studios,0.03,84.0,46.0,8.5,108.0,T
GC,2003.0,Shooter,Ubisoft,0.03,36.0,11.0,3.4,5.0,T
3DS,2013.0,Platform,Agatsuma Entertainment,0.03,74.0,13.0,7.7,23.0,E
PS2,2002.0,Adventure,Capcom,0.03,59.0,21.0,7.5,4.0,E
DS,2005.0,Misc,Nintendo,0.03,71.0,49.0,7,37.0,E
GBA,2006.0,Sports,Electronic Arts,0.03,57.0,4.0,6.9,7.0,E
GBA,2002.0,Platform,Vivendi Games,0.03,45.0,10.0,5.7,6.0,E
PSP,2006.0,Role-Playing,Global A Entertainment,0.03,70.0,18.0,6.4,8.0,E10+
PSP,2006.0,Racing,Sony Computer Entertainment,0.03,69.0,18.0,7.1,7.0,E
PC,2010.0,Simulation,Just Flight,0.03,64.0,7.0,7.5,18.0,T
PC,2009.0,Shooter,Ubisoft,0.03,78.0,39.0,8,282.0,M
PC,2009.0,Shooter,THQ,0.03,82.0,29.0,7.5,308.0,M
PC,2016.0,Role-Playing,Square Enix,0.03,83.0,55.0,6.1,684.0,M
PSP,2006.0,Role-Playing,Ubisoft,0.03,48.0,35.0,4.9,18.0,E10+
PC,2010.0,Action,Ubisoft,0.03,75.0,16.0,6.6,218.0,T
PC,2009.0,Racing,bitComposer Games,0.03,73.0,14.0,8.2,20.0,E
PC,2016.0,Action,Insomniac Games,0.03,73.0,12.0,6.3,15.0,E
XB,2005.0,Platform,Microsoft Game Studios,0.03,62.0,21.0,6.2,6.0,E
PC,2009.0,Action,Codemasters,0.03,79.0,32.0,8.1,159.0,T
PSP,2010.0,Role-Playing,Idea Factory,0.03,60.0,5.0,7.2,5.0,T
DS,2008.0,Simulation,Majesco Entertainment,0.03,31.0,7.0,5.4,11.0,E
PC,2016.0,Racing,Codemasters,0.03,86.0,33.0,8.7,288.0,E
PC,2014.0,Racing,Ubisoft,0.03,80.0,12.0,6.8,97.0,E10+
PS4,2016.0,Action,Introversion Software,0.03,80.0,18.0,8,19.0,M
PSV,2013.0,Role-Playing,Rising Star Games,0.03,65.0,17.0,7.3,44.0,T
PS2,2006.0,Action,Codemasters,0.03,56.0,22.0,5.8,8.0,E
PSP,2006.0,Role-Playing,Namco Bandai Games,0.03,58.0,17.0,6.1,7.0,E10+
PC,2007.0,Strategy,Paradox Interactive,0.03,62.0,15.0,3.3,86.0,T
GC,2002.0,Racing,Electronic Arts,0.03,72.0,7.0,7.8,4.0,E
PC,2009.0,Strategy,505 Games,0.03,80.0,22.0,8.1,136.0,M
PC,1985.0,Simulation,Activision,0.03,59.0,9.0,5.8,19.0,T
3DS,2012.0,Adventure,Rising Star Games,0.03,88.0,15.0,8.8,188.0,M
PS3,2013.0,Fighting,Capcom,0.03,80.0,33.0,7.3,27.0,T
PC,2015.0,Action,Activision,0.03,74.0,9.0,7.6,56.0,T
XOne,2014.0,Sports,Unknown,0.03,64.0,15.0,5.4,59.0,E
PC,2002.0,Role-Playing,Atari,0.03,91.0,34.0,8.2,490.0,T
XB,2005.0,Role-Playing,Atari,0.03,54.0,5.0,8.8,4.0,E
Wii,2009.0,Fighting,PQube,0.03,76.0,10.0,7.3,9.0,T
XB,2004.0,Action,SCi,0.03,67.0,40.0,7,10.0,T
PS2,2001.0,Sports,Ubisoft,0.03,61.0,11.0,7.9,7.0,E
PC,2003.0,Simulation,Ubisoft,0.03,76.0,20.0,7.5,549.0,E
PS4,2016.0,Action,Sold Out,0.03,78.0,23.0,7.6,19.0,E10+
WiiU,2012.0,Misc,Ubisoft,0.03,52.0,26.0,5.2,29.0,E10+
PC,2005.0,Role-Playing,NCSoft,0.03,89.0,53.0,8.4,455.0,T
PC,2011.0,Simulation,Unknown,0.03,70.0,10.0,6.7,28.0,T
PS2,2005.0,Simulation,Konami Digital Entertainment,0.03,66.0,16.0,7.8,10.0,T
DS,2006.0,Action,Majesco Entertainment,0.03,56.0,6.0,5.8,6.0,E10+
PC,2003.0,Strategy,Vivendi Games,0.03,83.0,31.0,8.3,128.0,T
PC,2003.0,Platform,Ubisoft,0.03,74.0,8.0,8.3,70.0,E
PS2,2004.0,Role-Playing,505 Games,0.03,71.0,27.0,7.1,12.0,E
GBA,2002.0,Platform,Namco Bandai Games,0.03,78.0,20.0,9.3,6.0,E
PSP,2007.0,Platform,Atari,0.03,79.0,21.0,7.8,18.0,E
PC,2004.0,Strategy,Sunflowers,0.03,77.0,26.0,9.1,89.0,E10+
PC,2005.0,Strategy,Vivendi Games,0.03,79.0,39.0,7.1,89.0,T
PSP,2007.0,Puzzle,Atari,0.03,55.0,35.0,6.5,6.0,T
XOne,2016.0,Racing,Namco Bandai Games,0.03,74.0,5.0,8.1,7.0,E
PC,2009.0,Strategy,Atari,0.03,67.0,28.0,5.8,8.0,T
PC,2010.0,Action,LucasArts,0.03,59.0,14.0,5.8,162.0,T
GBA,2005.0,Puzzle,Atari,0.03,62.0,10.0,7.5,6.0,E
PC,1992.0,Shooter,id Software,0.03,85.0,44.0,8.2,1796.0,M
GBA,2004.0,Sports,Zoo Digital Publishing,0.03,35.0,7.0,8,7.0,E
PC,1988.0,Simulation,Maxis,0.03,64.0,75.0,2.2,4572.0,E10+
PC,2009.0,Action,Electronic Arts,0.03,64.0,14.0,6.1,35.0,E10+
PC,2012.0,Shooter,Bethesda Softworks,0.03,59.0,12.0,5.3,210.0,M
GBA,2005.0,Platform,Atari,0.03,48.0,9.0,4.2,5.0,E
PS2,2002.0,Strategy,Sega,0.03,78.0,26.0,8.9,9.0,T
PC,2008.0,Racing,Atari,0.03,83.0,19.0,8.2,63.0,E
PC,2014.0,Role-Playing,Square Enix,0.03,73.0,36.0,6.9,583.0,M
PSP,2007.0,Sports,Sony Computer Entertainment,0.03,75.0,18.0,7.5,8.0,E
PC,2008.0,Strategy,Pinnacle,0.03,87.0,52.0,8.2,275.0,T
PC,2012.0,Sports,Take-Two Interactive,0.03,90.0,5.0,6.8,130.0,E
PC,2007.0,Action,Ubisoft,0.03,76.0,15.0,7.4,242.0,M
PC,2008.0,Action,Activision,0.03,70.0,18.0,6.3,55.0,T
XB,2002.0,Role-Playing,Xicat Interactive,0.03,44.0,14.0,7.2,5.0,T
GC,2003.0,Racing,Electronic Arts,0.03,54.0,5.0,6.6,5.0,E
GBA,2002.0,Action,Zoo Digital Publishing,0.03,70.0,7.0,7,4.0,T
PC,2010.0,Strategy,Paradox Interactive,0.03,68.0,16.0,5.2,19.0,T
PC,2011.0,Action,Disney Interactive Studios,0.03,73.0,11.0,6.6,17.0,E10+
PSP,2006.0,Racing,Codemasters,0.03,81.0,16.0,8.5,6.0,T
GBA,2003.0,Action,THQ,0.03,44.0,16.0,8.6,5.0,T
WiiU,2016.0,Platform,Deep Silver,0.03,48.0,9.0,4.6,78.0,E10+
PSV,2016.0,Role-Playing,Idea Factory International,0.03,73.0,16.0,8.4,12.0,T
PS4,2015.0,Puzzle,Devolver Digital,0.03,88.0,31.0,8.4,124.0,E10+
PSP,2005.0,Role-Playing,Idea Factory,0.03,47.0,27.0,8.2,12.0,T
XB,2004.0,Adventure,Ubisoft,0.03,71.0,7.0,8.7,6.0,T
PC,2009.0,Platform,Number None,0.03,90.0,11.0,8.6,819.0,E10+
PC,2002.0,Action,Microids,0.03,82.0,26.0,8.5,235.0,T
DS,2006.0,Action,505 Games,0.03,39.0,11.0,4.5,4.0,E
PC,2008.0,Adventure,Kalypso Media,0.03,69.0,25.0,7,21.0,T
PC,2009.0,Action,Activision,0.03,63.0,8.0,6.2,5.0,E10+
PC,2015.0,Racing,Milestone S.r.l.,0.03,68.0,8.0,4.8,30.0,E
PC,2010.0,Action,Warner Bros. Interactive Entertainment,0.03,79.0,15.0,7.9,55.0,E10+
DS,2006.0,Simulation,Majesco Entertainment,0.03,66.0,16.0,4.5,4.0,T
PS3,2009.0,Action,Sony Computer Entertainment,0.03,77.0,33.0,6.9,30.0,E10+
GBA,2003.0,Shooter,Take-Two Interactive,0.03,78.0,33.0,7.8,13.0,M
PSP,2006.0,Strategy,Ubisoft,0.03,64.0,15.0,7.9,10.0,E
PC,2001.0,Strategy,Strategy First,0.03,74.0,16.0,8.6,60.0,T
PS3,2014.0,Racing,Nordic Games,0.03,58.0,4.0,3.5,4.0,E
XB,2006.0,Sports,Take-Two Interactive,0.03,83.0,8.0,8.6,5.0,E
PSV,2013.0,Adventure,Arc System Works,0.03,43.0,5.0,7.4,24.0,M
PC,2006.0,Strategy,Deep Silver,0.03,73.0,32.0,7.4,57.0,M
PS2,2006.0,Simulation,Tecmo Koei,0.03,62.0,13.0,8.5,11.0,T
GC,2003.0,Shooter,Capcom,0.03,56.0,24.0,8.2,17.0,E
Wii,2007.0,Racing,Ubisoft,0.03,59.0,9.0,6,20.0,M
PC,2004.0,Shooter,Electronic Arts,0.03,84.0,48.0,7.5,133.0,T
PS4,2016.0,Action,Capcom,0.03,82.0,4.0,6.6,8.0,M
PC,2010.0,Role-Playing,Funcom,0.03,83.0,14.0,8.4,52.0,M
GC,2003.0,Action,Vivendi Games,0.03,75.0,18.0,9,9.0,T
GBA,2003.0,Action,Sega,0.03,74.0,22.0,9.3,6.0,E
PC,2003.0,Shooter,Take-Two Interactive,0.03,86.0,46.0,9,802.0,M
PC,2011.0,Role-Playing,Paradox Interactive,0.03,74.0,44.0,7.6,602.0,T
GBA,2004.0,Role-Playing,"Destination Software, Inc",0.03,76.0,17.0,6.5,11.0,T
XB,2006.0,Sports,Electronic Arts,0.03,75.0,14.0,7.7,6.0,E10+
XOne,2016.0,Role-Playing,Focus Home Interactive,0.03,68.0,12.0,7.4,55.0,M
PC,2006.0,Role-Playing,NCSoft,0.03,84.0,30.0,8.7,104.0,T
PS2,2007.0,Shooter,Electronic Arts,0.03,63.0,29.0,6.1,34.0,T
PS2,2006.0,Platform,Sega,0.03,53.0,32.0,6.7,10.0,E
GBA,2006.0,Sports,Electronic Arts,0.03,68.0,4.0,9.3,4.0,E
PC,2008.0,Simulation,Electronic Arts,0.03,70.0,12.0,6.4,8.0,E
PC,2007.0,Simulation,Electronic Arts,0.03,74.0,9.0,7.3,24.0,T
